[1012/135546:INFO:CONSOLE(1782)] "brand selected: McLaren", source: ac://theme/default/js/ui.js (1782)
[1012/135603:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135604:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135604:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135613:INFO:CONSOLE(1724)] "clicked filter brands", source: ac://theme/default/js/ui.js (1724)
[1012/135613:INFO:CONSOLE(1782)] "brand selected: McLaren", source: ac://theme/default/js/ui.js (1782)
[1012/135616:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135616:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135617:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135618:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135618:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135619:INFO:CONSOLE(1639)] "keyup", source: ac://theme/default/js/ui.js (1639)
[1012/135637:INFO:CONSOLE(440)] ">>> Summary redraw: car", source: ac://theme/default/js/ui.js (440)
[1012/135637:INFO:CONSOLE(440)] ">>> Summary redraw: car", source: ac://theme/default/js/ui.js (440)
[1012/135638:INFO:CONSOLE(88)] "Combo change - PB loading for:ks_mclaren_650_gt3 @ magione", source:  (88)
[1012/135654:INFO:CONSOLE(440)] ">>> Summary redraw: track", source: ac://theme/default/js/ui.js (440)
[1012/135655:INFO:CONSOLE(88)] "Combo change - PB loading for:ks_mclaren_650_gt3 @ monza", source:  (88)
[1012/135705:INFO:CONSOLE(2926)] "0.29166666666666663", source: ac://theme/default/js/ui.js (2926)
[1012/135717:INFO:CONSOLE(2926)] "0.29166666666666663", source: ac://theme/default/js/ui.js (2926)
[1012/135745:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/135745:INFO:CONSOLE(2114)] "assists set to: custom", source: ac://theme/default/js/ui.js (2114)
[1012/135826:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/135826:INFO:CONSOLE(2114)] "assists set to: custom", source: ac://theme/default/js/ui.js (2114)
[1012/135828:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/135828:INFO:CONSOLE(2114)] "assists set to: custom", source: ac://theme/default/js/ui.js (2114)
[1012/135904:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/135904:INFO:CONSOLE(2089)] "assists set to: gamer", source: ac://theme/default/js/ui.js (2089)
[1012/135906:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/135906:INFO:CONSOLE(2114)] "assists set to: custom", source: ac://theme/default/js/ui.js (2114)
[1012/135938:INFO:CONSOLE(810)] "startrace clicked", source: ac://theme/default/js/ui.js (810)
[1012/135938:INFO:CONSOLE(812)] "video mode validation required", source: ac://theme/default/js/ui.js (812)
[1012/140002:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140002:INFO:CONSOLE(1386)] "AC active", source: ac://theme/default/js/ui.js (1386)
[1012/140045:INFO:CONSOLE(1400)] "AC stopped", source: ac://theme/default/js/ui.js (1400)
[1012/140045:INFO:CONSOLE(279)] "replays: 0 loaded", source: ac://js/__AC.js (279)
[1012/140048:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140050:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140051:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140103:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140103:INFO:CONSOLE(1386)] "AC active", source: ac://theme/default/js/ui.js (1386)
[1012/140402:INFO:CONSOLE(1400)] "AC stopped", source: ac://theme/default/js/ui.js (1400)
[1012/140403:INFO:CONSOLE(279)] "replays: 0 loaded", source: ac://js/__AC.js (279)
[1012/140405:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140408:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140409:INFO:CONSOLE(1386)] "AC active", source: ac://theme/default/js/ui.js (1386)
[1012/140450:INFO:CONSOLE(1400)] "AC stopped", source: ac://theme/default/js/ui.js (1400)
[1012/140450:INFO:CONSOLE(279)] "replays: 0 loaded", source: ac://js/__AC.js (279)
[1012/140454:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140454:INFO:CONSOLE(1443)] "ACControlsEvent: Visible, true", source: ac://theme/default/js/ui.js (1443)
[1012/140455:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140656:INFO:CONSOLE(1443)] "ACControlsEvent: Visible, false", source: ac://theme/default/js/ui.js (1443)
[1012/140657:INFO:CONSOLE(1458)] "Applying assists", source: ac://theme/default/js/ui.js (1458)
[1012/140657:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/140658:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140658:INFO:CONSOLE(573)] "restoring previous session: practice", source: ac://theme/default/js/ui.js (573)
[1012/140658:INFO:CONSOLE(4604)] "setting session type to: practice", source: ac://theme/default/js/ui.js (4604)
[1012/140658:INFO:CONSOLE(4429)] "No tracks filtered", source: ac://theme/default/js/ui.js (4429)
[1012/140658:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/140658:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/140658:INFO:CONSOLE(440)] ">>> Summary redraw: opponents", source: ac://theme/default/js/ui.js (440)
[1012/140658:INFO:CONSOLE(1724)] "clicked filter tracks", source: ac://theme/default/js/ui.js (1724)
[1012/140658:INFO:CONSOLE(1831)] "track tag selected: all", source: ac://theme/default/js/ui.js (1831)
[1012/140658:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/140701:INFO:CONSOLE(810)] "startrace clicked", source: ac://theme/default/js/ui.js (810)
[1012/140703:INFO:CONSOLE(1220)] "s:ac://start/?timelimit=0&model=ks_mclaren_650_gt3&track=monza&skin=00_racing_59", source: ac://theme/default/js/ui.js (1220)
[1012/140703:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/140704:INFO:CONSOLE(1386)] "AC active", source: ac://theme/default/js/ui.js (1386)
[1012/140740:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/140806:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/141013:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/141017:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/141223:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/141225:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
